"id","city","state","lat","long"
8528,"Troup","TX","32.1450","-95.1224"
8529,"Loving","TX","33.2643","-98.5106"
8530,"Lobo","TX","30.8140","-104.7530"
8531,"Granite Shoals","TX","30.5895","-98.3778"
8532,"Lela","TX","35.2275","-100.3429"
8533,"Hunter","TX","29.8072","-98.0236"
8534,"Brazos","TX","32.6615","-98.1220"
8535,"Lone Star","TX","32.9392","-94.7091"
8536,"Oxford","TX","30.6041","-98.7042"
8537,"Palito Blanco","TX","27.5917","-98.1892"
8538,"Canyon Lake","TX","29.8762","-98.2617"
8539,"Tulia","TX","34.5374","-101.7742"
8540,"Alma","TX","32.2813","-96.5506"
8541,"Gordonville","TX","33.7957","-96.8531"
8542,"Luling","TX","29.6817","-97.6466"
8543,"Falman","TX","27.9281","-97.1713"
8544,"Clute","TX","29.0257","-95.3973"
8545,"Navasota","TX","30.3869","-96.0895"
8546,"Malone","TX","31.9170","-96.8948"
8547,"Tulip","TX","33.8082","-96.1314"
8548,"Groves","TX","29.9457","-93.9164"
8549,"Shafter","TX","29.8202","-104.3033"
8550,"Waller","TX","30.0629","-95.9221"
8551,"Caney City","TX","32.2097","-96.0381"
8552,"Houston","TX","29.7868","-95.3905"
8553,"Roman Forest","TX","30.1812","-95.1549"
8554,"Spring","TX","30.0613","-95.3830"
8555,"Windcrest","TX","29.5148","-98.3819"
8556,"Exell","TX","35.6306","-101.9746"
8557,"Moran","TX","32.5471","-99.1663"
8558,"Welch","TX","32.9306","-102.1256"
8559,"Washburn","TX","35.1767","-101.5732"
8560,"Cactus","TX","36.0444","-102.0080"
8561,"Weimar","TX","29.7000","-96.7773"
8562,"Glidden","TX","29.6976","-96.5908"
8563,"La Grange","TX","29.9129","-96.8767"
8564,"Elsa","TX","26.2969","-97.9937"
8565,"Dalhart","TX","36.0580","-102.5123"
8566,"Farmersville","TX","33.1609","-96.3609"
8567,"Los Altos Colonia","TX","27.4905","-99.3859"
8568,"Novice","TX","31.9872","-99.6253"
8569,"Villa del Sol","TX","26.1915","-97.5782"
8570,"Cinco Ranch","TX","29.7395","-95.7607"
8571,"Bloomington","TX","28.6504","-96.9022"
8572,"Flynn","TX","31.1510","-96.1244"
8573,"Wolfforth","TX","33.5149","-102.0066"
8574,"Milford","TX","32.1215","-96.9498"
8575,"College Station","TX","30.5852","-96.2960"
8576,"Blanket","TX","31.8249","-98.7895"
8577,"Grand Prairie","TX","32.6869","-97.0209"
8578,"Kerens","TX","32.1308","-96.2250"
8579,"Richwood","TX","29.0775","-95.4064"
8580,"Victoria","TX","28.8285","-96.9850"
8581,"Nocona Hills","TX","33.8524","-97.6435"
8582,"Downing","TX","32.0240","-98.5506"
8583,"Coble","TX","33.5951","-102.5030"
8584,"Quintana","TX","28.9280","-95.3170"
8585,"Socorro","TX","31.6385","-106.2601"
8586,"Whiteflat","TX","34.1054","-100.8896"
8587,"Woodbranch","TX","30.1814","-95.1834"
8588,"Hye","TX","30.2424","-98.5700"
8589,"Booker","TX","36.4561","-100.5402"
8590,"Burleson","TX","32.5173","-97.3346"
8591,"Big Spring","TX","32.2387","-101.4802"
8592,"Olney","TX","33.3643","-98.7584"
8593,"Shady Hollow","TX","30.1646","-97.8629"
8594,"Priddy","TX","31.6754","-98.5089"
8595,"Bevil Oaks","TX","30.1517","-94.2711"
8596,"Rachal","TX","26.8901","-98.1353"
8597,"Brownsboro","TX","32.2985","-95.6130"
8598,"Lake Bridgeport","TX","33.2075","-97.8311"
8599,"Aldine","TX","29.9122","-95.3785"
8600,"Loma Alta","TX","29.9180","-100.7745"
8601,"Cuney","TX","32.0374","-95.4147"
8602,"Penelope","TX","31.8585","-96.9281"
8603,"Colleyville","TX","32.8913","-97.1486"
8604,"Jasper","TX","30.9221","-93.9947"
8605,"Rancho Viejo","TX","26.0361","-97.5568"
8606,"Purves","TX","32.0035","-98.2703"
8607,"Arney","TX","34.6873","-102.1030"
8608,"Clarksville City","TX","32.5328","-94.8945"
8609,"Gainesville","TX","33.6391","-97.1488"
8610,"Mason","TX","30.7480","-99.2288"
8611,"Lilbert","TX","31.7363","-94.9010"
8612,"Fairland","TX","30.6441","-98.2847"
8613,"Arispe","TX","31.1512","-105.2750"
8614,"Moore Station","TX","32.1905","-95.5704"
8615,"Martindale","TX","29.8448","-97.8396"
8616,"Meridian","TX","31.9260","-97.6502"
8617,"Mooring","TX","30.6896","-96.5555"
8618,"Bishop Hills","TX","35.2614","-101.9519"
8619,"Rosharon","TX","29.3500","-95.4530"
8620,"Ladonia","TX","33.4283","-95.9482"
8621,"Jacksboro","TX","33.2235","-98.1589"
8622,"Eden","TX","31.2162","-99.8440"
8623,"Killeen","TX","31.0754","-97.7293"
8624,"South Padre Island","TX","26.1218","-97.1703"
8625,"Cat Spring","TX","29.8455","-96.3258"
8626,"Adamsville","TX","31.3013","-98.1689"
8627,"Westway","TX","31.9603","-106.5760"
8628,"Van Alstyne","TX","33.4203","-96.5834"
8629,"Utopia","TX","29.6188","-99.5153"
8630,"Chester","TX","30.9213","-94.6000"
8631,"Lake Dallas","TX","33.1277","-97.0234"
8632,"Kilgore","TX","32.3979","-94.8603"
8633,"Brownsville","TX","25.9980","-97.4565"
8634,"Groveton","TX","31.0572","-95.1269"
8635,"Laguna Vista","TX","26.1075","-97.2967"
8636,"Jarrell","TX","30.8101","-97.6139"
8637,"Double Oak","TX","33.0633","-97.1117"
8638,"Lenorah","TX","32.3046","-101.8762"
8639,"Warren City","TX","32.5530","-94.9058"
8640,"Pleasant Valley","TX","33.9373","-98.5982"
8641,"Tornillo","TX","31.4366","-106.1033"
8642,"Aledo","TX","32.6973","-97.6070"
8643,"Malakoff","TX","32.1727","-96.0162"
8644,"Hollywood Park","TX","29.5995","-98.4841"
8645,"Rising Star","TX","32.0976","-98.9665"
8646,"George West","TX","28.3300","-98.1184"
8647,"Glazier","TX","36.0114","-100.2637"
8648,"Greenville","TX","33.1116","-96.1098"
8649,"Wheelock","TX","30.8977","-96.3900"
8650,"Notrees","TX","31.9173","-102.7557"
8651,"Sweeny","TX","29.0464","-95.6986"
8652,"Hoover","TX","35.5939","-100.8507"
8653,"Arthur City","TX","33.8704","-95.5063"
8654,"Dayton","TX","30.0358","-94.9024"
8655,"Pearland","TX","29.5585","-95.3215"
8656,"Lake Worth","TX","32.8130","-97.4306"
8657,"Lydia","TX","33.4462","-94.7547"
8658,"Citrus City","TX","26.3281","-98.3923"
8659,"Fair Oaks Ranch","TX","29.7451","-98.6395"
8660,"Bardwell","TX","32.2670","-96.6954"
8661,"First Colony","TX","29.5747","-95.6086"
8662,"Detroit","TX","33.6602","-95.2665"
8663,"Dew","TX","31.5952","-96.1400"
8664,"San Antonio","TX","29.4722","-98.5247"
8665,"Dimmitt","TX","34.5325","-102.3111"
8666,"Fort Stockton","TX","30.8926","-102.8848"
8667,"Goober Hill","TX","31.6516","-93.9310"
8668,"Iowa Park","TX","33.9623","-98.6820"
8669,"K-Bar Ranch","TX","27.9928","-97.9267"
8670,"Diana","TX","32.7099","-94.7522"
8671,"Grandfalls","TX","31.3405","-102.8545"
8672,"Rose City","TX","30.1049","-94.0506"
8673,"Hebron","TX","33.0436","-96.8836"
8674,"Crosby","TX","29.9146","-95.0591"
8675,"Kingsbury","TX","29.6484","-97.8176"
8676,"B and E Colonia","TX","26.3565","-98.7537"
8677,"Asherton","TX","28.4461","-99.7604"
8678,"Selman City","TX","32.1902","-94.9619"
8679,"Hickory Creek","TX","33.1110","-97.0307"
8680,"Copperas Cove","TX","31.1192","-97.9141"
8681,"Poth","TX","29.0726","-98.0809"
8682,"Manchaca","TX","30.1353","-97.8362"
8683,"Vandyke","TX","31.9724","-98.5609"
8684,"Fate","TX","32.9431","-96.3880"
8685,"Converse","TX","29.5133","-98.3078"
8686,"Hutto","TX","30.5372","-97.5514"
8687,"Wells","TX","31.4916","-94.9473"
8688,"Lytle","TX","29.2338","-98.7943"
8689,"Giles","TX","34.8189","-100.5860"
8690,"Richland Hills","TX","32.8095","-97.2273"
8691,"Oak Island","TX","29.6630","-94.6883"
8692,"Jacksonville","TX","31.9643","-95.2617"
8693,"Ace","TX","30.5363","-94.8244"
8694,"Francitas","TX","28.8597","-96.3386"
8695,"Annetta North","TX","32.7193","-97.6723"
8696,"West Orange","TX","30.0791","-93.7599"
8697,"Kurten","TX","30.7897","-96.2759"
8698,"Morgan","TX","32.0156","-97.6061"
8699,"Hungerford","TX","29.4040","-96.0837"
8700,"Cut and Shoot","TX","30.3404","-95.3540"
8701,"Flowella","TX","27.2200","-98.0645"
8702,"Lone Oak","TX","32.9961","-95.9406"
8703,"Brookside Village","TX","29.5907","-95.3180"
8704,"Girard","TX","33.3635","-100.6597"
8705,"Fostoria","TX","30.3263","-95.1663"
8706,"Alba","TX","32.7906","-95.6343"
8707,"Reklaw","TX","31.8662","-94.9834"
8708,"Rayburn","TX","30.4135","-94.9244"
8709,"Kountze","TX","30.3724","-94.3160"
8710,"Castor","LA","32.2549","-93.1660"
8711,"Holly Beach","LA","29.7708","-93.4593"
8712,"Colfax","LA","31.5208","-92.7001"
8713,"Beekman","LA","32.9237","-91.8843"
8714,"Rodessa","LA","32.9735","-93.9968"
8715,"Rosepine","LA","30.9207","-93.2857"
8716,"Big Bend","LA","31.0738","-91.7921"
8717,"Buras","LA","29.3528","-89.5248"
8718,"Kaplan","LA","30.0060","-92.2839"
8719,"Powhatan","LA","31.8738","-93.2033"
8720,"Gassoway","LA","32.9898","-91.2248"
8721,"Keatchie","LA","32.1885","-93.9055"
8722,"Kraemer","LA","29.8606","-90.6337"
8723,"Leander","LA","31.1485","-92.8465"
8724,"Siracusaville","LA","29.6886","-91.1522"
8725,"Jennings","LA","30.2233","-92.6582"
8726,"Lucky","LA","32.2443","-93.0158"
8727,"Standard","LA","31.9177","-92.2201"
8728,"Lakeshore","LA","32.5350","-92.0328"
8729,"Atlanta","LA","31.8064","-92.7383"
8730,"Easton","LA","30.7513","-92.4287"
8731,"Robeline","LA","31.6898","-93.3039"
8732,"Black Hawk","LA","31.1557","-91.6360"
8733,"Intracoastal City","LA","29.7844","-92.1562"
8734,"Breaux Bridge","LA","30.2829","-91.9043"
8735,"Litroe","LA","32.9935","-92.1962"
8736,"Ledoux","LA","30.6191","-92.1901"
8737,"Calvin","LA","31.9617","-92.7758"
8738,"Gloster","LA","32.1921","-93.8112"
8739,"Braithwaite","LA","29.8663","-89.9437"
8740,"Port Barre","LA","30.5565","-91.9565"
8741,"Henry","LA","29.8833","-92.0785"
8742,"Saint Landry","LA","30.8444","-92.2579"
8743,"Choudrant","LA","32.5510","-92.5118"
8744,"Shongaloo","LA","32.9416","-93.2955"
8745,"Triumph","LA","29.3443","-89.4683"
8746,"Grand Isle","LA","29.2134","-90.0306"
8747,"Tunica","LA","30.9293","-91.5551"
8748,"Bentley","LA","31.5157","-92.4882"
8749,"Maurice","LA","30.1041","-92.1211"
8750,"Sieper","LA","31.2110","-92.8082"
8751,"Center Point","LA","31.2524","-92.2099"
8752,"Gueydan","LA","30.0290","-92.5070"
8753,"Lakeview","LA","32.5238","-93.8299"
8754,"South Mansfield","LA","32.0181","-93.7237"
8755,"Grand Cane","LA","32.0836","-93.8088"
8756,"Lafourche","LA","29.7672","-90.7659"
8757,"Pleasant Hill","LA","31.8154","-93.5164"
8758,"Galbraith","LA","31.4913","-92.8124"
8759,"Chase","LA","32.0971","-91.6990"
8760,"Batchelor","LA","30.8405","-91.6615"
8761,"Transylvania","LA","32.6785","-91.1826"
8762,"Gray","LA","29.6776","-90.7833"
8763,"Opelousas","LA","30.5280","-92.0851"
8764,"Arcadia","LA","32.5506","-92.9218"
8765,"Denham Springs","LA","30.4743","-90.9594"
8766,"Simsboro","LA","32.5323","-92.7839"
8767,"Ludington","LA","30.8741","-93.2852"
8768,"Grand Coteau","LA","30.4202","-92.0438"
8769,"Manchac","LA","30.2916","-90.4020"
8770,"Chopin","LA","31.4968","-92.8593"
8771,"Sterlington","LA","32.6888","-92.0603"
8772,"Lone Star","LA","29.9277","-90.3406"
8773,"Liberty Hill","LA","32.3377","-92.8921"
8774,"Creston","LA","31.9760","-93.0499"
8775,"Egan","LA","30.2460","-92.5135"
8776,"Galion","LA","32.8596","-91.7532"
8777,"Mayna","LA","31.4263","-91.8615"
8778,"Bourg","LA","29.5570","-90.6064"
8779,"Merryville","LA","30.7571","-93.5245"
8780,"Metairie","LA","29.9976","-90.1781"
8781,"Saint Maurice","LA","31.7614","-92.9388"
8782,"Minorca","LA","31.5725","-91.4884"
8783,"Oak Ridge","LA","32.6244","-91.7731"
8784,"Reeves","LA","30.5216","-93.0428"
8785,"Colquitt","LA","32.9499","-92.9738"
8786,"Naborton","LA","32.0418","-93.5832"
8787,"Mangham","LA","32.3090","-91.7795"
8788,"Scarsdale","LA","29.8452","-89.9778"
8789,"Husser","LA","30.6794","-90.3373"
8790,"Anacoco","LA","31.2545","-93.3440"
8791,"Dupont","LA","30.9294","-91.9479"
8792,"South Vacherie","LA","29.9406","-90.6891"
8793,"Clay","LA","32.4329","-92.6771"
8794,"Oakdale","LA","30.8158","-92.6541"
8795,"Pilottown","LA","29.1816","-89.2576"
8796,"Gibson","LA","29.6869","-90.9907"
8797,"Spencer","LA","32.7401","-92.1318"
8798,"White Castle","LA","30.1611","-91.1495"
8799,"Clare","LA","31.3255","-93.6046"
8800,"Haynesville","LA","32.9667","-93.1376"
8801,"Blanchard","LA","32.6091","-93.8841"
8802,"Westwego","LA","29.9058","-90.1434"
8803,"Gilark","LA","32.6388","-93.3096"
8804,"Bayou Cane","LA","29.6243","-90.7510"
8805,"Grayson","LA","32.0492","-92.1116"
8806,"Gullett","LA","30.7146","-90.5065"
8807,"Walters","LA","31.5474","-91.9960"
8808,"Baldwin","LA","29.8388","-91.5522"
8809,"Fort Jesup","LA","31.6118","-93.4077"
8810,"Lutcher","LA","30.0646","-90.7124"
8811,"Harvey","LA","29.8871","-90.0664"
8812,"Robert","LA","30.5063","-90.3409"
8813,"Collinston","LA","32.6893","-91.8718"
8814,"Richmond","LA","32.3884","-91.1804"
8815,"Long Bridge","LA","31.0141","-92.0185"
8816,"Bryceland","LA","32.4485","-92.9924"
8817,"Vidalia","LA","31.5668","-91.4405"
8818,"Clarks","LA","32.0288","-92.1408"
8819,"Lena","LA","31.4607","-92.7707"
8820,"Bayou Goula","LA","30.2105","-91.1765"
8821,"Vernon","LA","32.3888","-92.5715"
8822,"Lafitte","LA","29.6957","-90.0995"
8823,"Brownsville","LA","32.4883","-92.1619"
8824,"Sicily Island","LA","31.8492","-91.6599"
8825,"Junction City","LA","33.0073","-92.7224"
8826,"Cheneyville","LA","31.0110","-92.2900"
8827,"Bernice","LA","32.8276","-92.6584"
8828,"Ossun","LA","30.2834","-92.1070"
8829,"Glencoe","LA","29.8112","-91.6702"
8830,"Oretta","LA","30.5290","-93.4391"
8831,"Sheltons","LA","32.8293","-91.9074"
8832,"Eva","LA","31.4291","-91.7876"
8833,"Old Jefferson","LA","30.3776","-91.0060"
8834,"Zachary","LA","30.6641","-91.1623"
8835,"Forbing","LA","32.3927","-93.7274"
8836,"Hagewood","LA","31.7152","-93.2152"
8837,"Hayes","LA","30.1112","-92.9235"
8838,"Wyatt","LA","32.1554","-92.7032"
8839,"Warnerton","LA","30.9902","-90.1831"
8840,"Crowley","LA","30.2175","-92.3752"
8841,"Ragley","LA","30.5127","-93.2324"
8842,"Mound","LA","32.3330","-91.0241"
8843,"Jordan Hill","LA","31.8591","-92.5156"
8844,"Sulphur","LA","30.2290","-93.3560"
8845,"Haile","LA","32.8310","-92.1462"
8846,"Monterey","LA","31.4436","-91.7191"
8847,"Edgefield","LA","32.0501","-93.3360"
8848,"Fifth Ward","LA","31.1207","-92.1584"
8849,"Tullos","LA","31.8188","-92.3292"
8850,"Bunkie","LA","30.9540","-92.1884"
8851,"Bush","LA","30.6088","-89.9001"
8852,"Bienville","LA","32.3618","-92.9788"
8853,"Retreat","LA","30.9721","-91.4851"
8854,"Alsen","LA","30.5713","-91.2043"
8855,"Jena","LA","31.6914","-92.1298"
8856,"Wilmer","LA","30.8141","-90.3626"
8857,"New Era","LA","31.3671","-91.8273"
8858,"Mount Hermon","LA","30.9602","-90.2959"
8859,"Oxford","LA","31.9235","-93.6280"
8860,"Bonita","LA","32.9206","-91.6751"
8861,"Calhoun","LA","32.5153","-92.3539"
8862,"Laurel Grove","LA","29.8238","-90.8790"
8863,"Lacombe","LA","30.3141","-89.9310"
8864,"Pioneer","LA","32.7381","-91.4381"
8865,"Starks","LA","30.3105","-93.6667"
8866,"Effie","LA","31.2160","-92.1557"
8867,"Golden Meadow","LA","29.3876","-90.2739"
8868,"Killona","LA","29.9985","-90.4851"
8869,"Noble","LA","31.6899","-93.6832"
8870,"Bayou Sorrel","LA","30.1619","-91.3357"
8871,"Phoenix","LA","29.6460","-89.9398"
8872,"Roy","LA","32.2240","-93.1521"
8873,"Welsh","LA","30.2355","-92.8135"
8874,"Jarreau","LA","30.6207","-91.4509"
8875,"Belle Rose","LA","30.0421","-91.0498"
8876,"Kentwood","LA","30.9339","-90.5153"
8877,"Gardner","LA","31.2696","-92.6929"
8878,"Bordelonville","LA","31.1011","-91.9005"
8879,"Pierre Part","LA","29.9555","-91.2074"
8880,"Youngsville","LA","30.0960","-91.9964"
8881,"Houma","LA","29.5799","-90.7058"
8882,"Summerville","LA","31.7554","-92.1624"
8883,"Cedar Grove","LA","29.7949","-90.0223"
8884,"Buhler","LA","30.3330","-93.3621"
8885,"Marthaville","LA","31.7388","-93.3966"
8886,"Loranger","LA","30.6357","-90.3981"
8887,"Zwolle","LA","31.6398","-93.6412"
8888,"Riverton","LA","32.1607","-92.0962"
8889,"Ponchatoula","LA","30.4402","-90.4427"
8890,"Point Blue","LA","30.6271","-92.3024"
8891,"Calcasieu","LA","31.0896","-92.7115"
8892,"Epps","LA","32.6038","-91.4814"
8893,"Juanita","LA","30.6185","-93.4252"
8894,"Sorrel","LA","29.8879","-91.6226"
8895,"Ventress","LA","30.6824","-91.4248"
8896,"Summerfield","LA","32.9126","-92.8293"
8897,"Martin","LA","32.0983","-93.2193"
8898,"Kelly","LA","31.9807","-92.1768"
8899,"Haaswood","LA","30.3288","-89.7445"
8900,"Wheeling","LA","31.7463","-92.8393"
8901,"Frogmore","LA","31.6032","-91.6704"
8902,"Edgerly","LA","30.2327","-93.5060"
8903,"Keithville","LA","32.3332","-93.8363"
8904,"Grand Point","LA","30.0451","-90.7488"
8905,"Poydras","LA","29.8625","-89.8877"
8906,"Alsatia","LA","32.6129","-91.1823"
8907,"Felixville","LA","30.9424","-90.8768"
8908,"Goldonna","LA","32.0193","-92.9162"
8909,"Monroe","LA","32.5184","-92.0774"
8910,"Carencro","LA","30.3115","-92.0385"
8911,"Wilson","LA","30.9236","-91.1090"
8912,"Sugartown","LA","30.8401","-93.0124"
8913,"Jay","LA","29.5952","-90.4684"
8914,"Gonzales","LA","30.2131","-90.9234"
8915,"Ruston","LA","32.5329","-92.6364"
8916,"Montgomery","LA","31.6677","-92.8877"
8917,"Covington","LA","30.4808","-90.1122"
8918,"Evangeline","LA","30.2624","-92.5707"
8919,"Marrero","LA","29.8871","-90.1126"
8920,"Jonesville","LA","31.6238","-91.8300"
8921,"Swartz","LA","32.5809","-91.9869"
8922,"Hall Summit","LA","32.1768","-93.3055"
8923,"Marco","LA","31.5093","-92.7649"
8924,"Romeville","LA","30.0676","-90.8341"
8925,"Mount Lebanon","LA","32.5053","-93.0499"
8926,"Serena","LA","31.4405","-91.8640"
8927,"Clayton","LA","31.7226","-91.5373"
8928,"Cypress","LA","31.6054","-93.0388"
8929,"Delhi","LA","32.4529","-91.4900"
8930,"Monticello","LA","30.4881","-91.0449"
8931,"Chackbay","LA","29.8817","-90.7742"
8932,"Cullen","LA","32.9699","-93.4464"
8933,"Hamburg","LA","31.0307","-91.9315"
8934,"Jonesboro","LA","32.2347","-92.7098"
8935,"Millikin","LA","32.9618","-91.2259"
8936,"Longville","LA","30.6090","-93.2282"
8937,"Forest Hill","LA","31.0478","-92.5241"
8938,"Rogers","LA","31.5324","-92.2251"
8939,"Dry Prong","LA","31.5806","-92.5305"
8940,"Raceland","LA","29.7282","-90.6362"
8941,"Turkey Creek","LA","30.8732","-92.4170"
8942,"Grand Ecore","LA","31.8157","-93.0849"
8943,"Natalbany","LA","30.5486","-90.4848"
8944,"Greenwood","LA","32.4360","-93.9636"
8945,"Haughton","LA","32.5272","-93.5042"
8946,"Woodworth","LA","31.1655","-92.5097"
8947,"Loreauville","LA","30.0601","-91.7378"
8948,"Supreme","LA","29.8604","-90.9955"
8949,"Olla","LA","31.8981","-92.2404"
8950,"Belle Terre","LA","30.0696","-91.0159"
8951,"Montpelier","LA","30.6823","-90.6545"
8952,"Baskin","LA","32.2591","-91.7473"
8953,"Bancroft","LA","30.5652","-93.6855"
8954,"Lake Providence","LA","32.8133","-91.1826"
8955,"Stanley","LA","31.9608","-93.8995"
8956,"North Hodge","LA","32.2845","-92.7171"
8957,"Flournoy","LA","32.4493","-93.9002"
8958,"Maringouin","LA","30.4907","-91.5187"
8959,"Gretna","LA","29.9100","-90.0516"
8960,"Zona","LA","30.7482","-90.0812"
8961,"Elton","LA","30.4812","-92.6976"
8962,"Flatwoods","LA","31.4027","-92.8682"
8963,"Washington","LA","30.6150","-92.0595"
8964,"Hodge","LA","32.2719","-92.7303"
8965,"Mansura","LA","31.0673","-92.0528"
8966,"Ferriday","LA","31.6343","-91.5562"
8967,"Jefferson","LA","29.9609","-90.1554"
8968,"River Ridge","LA","29.9593","-90.2202"
8969,"Jamestown","LA","32.3397","-93.2066"
8970,"Leonville","LA","30.4661","-91.9811"
8971,"Evergreen","LA","30.9527","-92.1052"
8972,"Arabi","LA","29.9561","-89.9986"
8973,"Funston","LA","32.0499","-93.9691"
8974,"Bosco","LA","32.2902","-92.0890"
8975,"Weldon","LA","32.8596","-92.7254"
8976,"Bolivar","LA","30.8691","-90.3948"
8977,"Erwinville","LA","30.5428","-91.3913"
8978,"McNary","LA","30.9895","-92.5794"
8979,"Welcome","LA","30.0474","-90.8823"
8980,"Mira","LA","32.9421","-93.8891"
8981,"Oberlin","LA","30.6070","-92.7724"
8982,"Melder","LA","31.1052","-92.6365"
8983,"Lake Arthur","LA","30.0795","-92.6773"
8984,"Avondale","LA","29.9072","-90.1933"
8985,"Chatham","LA","32.3094","-92.4522"
8986,"Arnaudville","LA","30.4021","-91.9320"
8987,"Boothville","LA","29.3330","-89.4052"
8988,"Pineville","LA","31.3414","-92.4096"
8989,"Percle","LA","29.8685","-91.0118"
8990,"Chauvin","LA","29.4455","-90.5940"
8991,"Extension","LA","31.9707","-91.8060"
8992,"Estelle","LA","29.8438","-90.1006"
8993,"Des Allemands","LA","29.8162","-90.4746"
8994,"Reddell","LA","30.6687","-92.4268"
8995,"Saint Francisville","LA","30.7851","-91.3787"
8996,"Fenton","LA","30.3638","-92.9164"
8997,"Centerville","LA","29.7597","-91.4284"
8998,"Clinton","LA","30.8614","-91.0150"
8999,"Evans","LA","30.9891","-93.5021"
9000,"Point","LA","32.6610","-92.2776"
9001,"Pitkin","LA","30.9344","-92.9267"
9002,"Tendal","LA","32.4324","-91.3668"
9003,"Frierson","LA","32.2487","-93.6893"
9004,"Pine Grove","LA","30.7099","-90.7540"
9005,"Mimosa Park","LA","29.9063","-90.3562"
9006,"Paradis","LA","29.8680","-90.4398"
9007,"Hico","LA","32.7449","-92.7138"
9008,"Carville","LA","30.2174","-91.0962"
9009,"Darnell","LA","32.6776","-91.4532"
9010,"Verret","LA","29.8619","-89.7798"
9011,"Norco","LA","29.9986","-90.4036"
9012,"Derry","LA","31.5341","-92.9477"
9013,"Ellsworth","LA","29.6733","-90.8151"
9014,"Start","LA","32.4902","-91.8650"
9015,"Pine Prairie","LA","30.7818","-92.4223"
9016,"Innis","LA","30.8780","-91.6807"
9017,"Frenier","LA","30.1077","-90.4268"
9018,"Gilbert","LA","32.0507","-91.6567"
9019,"Geismar","LA","30.2044","-91.0226"
9020,"Diamond","LA","29.5355","-89.7620"
9021,"Lebeau","LA","30.7313","-91.9771"
9022,"Morse","LA","30.1221","-92.4985"
9023,"New Roads","LA","30.6959","-91.4537"
9024,"Springville","LA","30.4355","-90.6831"
9025,"Shenandoah","LA","30.4019","-91.0020"
9026,"Lettsworth","LA","30.9335","-91.7048"
9027,"Many","LA","31.5662","-93.4778"
9028,"Delta","LA","32.3220","-90.9414"
9029,"Varnado","LA","30.8953","-89.8319"
9030,"Whiteville","LA","30.7883","-92.1476"
9031,"Meaux","LA","30.0208","-92.1826"
9032,"Dunbarton","LA","31.7268","-91.6587"
9033,"Catahoula","LA","30.2125","-91.7127"
9034,"Shreveport","LA","32.4659","-93.7959"
9035,"New Sarpy","LA","29.9810","-90.3829"
9036,"Slidell","LA","30.2882","-89.7826"
9037,"Westdale","LA","32.1649","-93.4799"
9038,"Searcy","LA","31.7052","-92.2282"
9039,"Delcambre","LA","29.9515","-91.9917"
9040,"Enterprise","LA","31.9032","-91.8832"
9041,"Concession","LA","29.8310","-90.0040"
9042,"Ansley","LA","32.3957","-92.6929"
9043,"Hutton","LA","31.3305","-93.0324"
9044,"Maxie","LA","30.3252","-92.4079"
9045,"Winnfield","LA","31.9240","-92.6425"
9046,"Grosse Tete","LA","30.4148","-91.4395"
9047,"Red Chute","LA","32.5732","-93.6059"
9048,"New Orleans","LA","30.0687","-89.9288"
9049,"Eastwood","LA","32.5606","-93.5625"
9050,"Saint Gabriel","LA","30.2536","-91.1013"
9051,"Plain Dealing","LA","32.9074","-93.6992"
9052,"Cocodrie","LA","29.2469","-90.6615"
9053,"Wallace Ridge","LA","31.6849","-91.8321"
9054,"Crown Point","LA","29.7722","-90.0854"
9055,"Toro","LA","31.2805","-93.5441"
9056,"Gibsland","LA","32.5395","-93.0541"
9057,"Westminster","LA","30.4080","-91.0906"
9058,"Waggaman","LA","29.9373","-90.2354"
9059,"Eden Isle","LA","30.2279","-89.7987"
9060,"Edgard","LA","30.0362","-90.5460"
9061,"Danville","LA","32.2290","-92.8479"
9062,"Krotz Springs","LA","30.5323","-91.7518"
9063,"Yscloskey","LA","29.8419","-89.6884"
9064,"Brusly","LA","30.3943","-91.2517"
9065,"Pointe à la Hache","LA","29.5737","-89.7808"
9066,"Patterson","LA","29.6909","-91.3096"
9067,"Natchitoches","LA","31.7317","-93.0979"
9068,"Waterproof","LA","31.8072","-91.3861"
9069,"Goldman","LA","31.8285","-91.3807"
9070,"Slaughter","LA","30.7219","-91.1393"
9071,"Mer Rouge","LA","32.7767","-91.7949"
9072,"Addis","LA","30.3652","-91.2659"
9073,"Saint James","LA","30.0184","-90.8513"
9074,"Jones","LA","32.9676","-91.6482"
9075,"Perryville","LA","32.7079","-92.0054"
9076,"Gorum","LA","31.4330","-92.9435"
9077,"Ravenswood","LA","30.6721","-91.6896"
9078,"Knight","LA","30.9155","-93.4485"
9079,"Benton","LA","32.6906","-93.7400"
9080,"Manifest","LA","31.7102","-91.9621"
9081,"Dodson","LA","32.0808","-92.6587"
9082,"Vienna Bend","LA","31.7372","-93.0343"
9083,"Banks Springs","LA","32.0764","-92.0850"
9084,"Lafayette","LA","30.2083","-92.0322"
9085,"Natchez","LA","31.6743","-93.0456"
9086,"Burr Ferry","LA","31.0663","-93.4960"
9087,"Lindsay","LA","30.7177","-91.2179"
9088,"Sherburne","LA","30.5149","-91.7190"
9089,"Brownsfield","LA","30.5467","-91.1225"
9090,"Kingston","LA","32.1843","-93.7110"
9091,"Cankton","LA","30.3455","-92.1130"
9092,"Bayou Corne","LA","30.0159","-91.1528"
9093,"English Turn","LA","29.8755","-89.9651"
9094,"Newellton","LA","32.0723","-91.2390"
