"id","city","state","lat","long"
21194,"La Salle","IL","41.3575","-89.0718"
21195,"Seaton","IL","41.1023","-90.7991"
21196,"Hull","IL","39.7086","-91.2032"
21197,"Kansas","IL","39.5545","-87.9394"
21198,"Lyndon","IL","41.7174","-89.9237"
21199,"Fisher","IL","40.3157","-88.3502"
21200,"Mount Zion","IL","39.7792","-88.8828"
21201,"Westview","IL","38.5370","-90.1018"
21202,"Kappa","IL","40.6755","-89.0060"
21203,"Lexington","IL","40.6469","-88.7847"
21204,"Mount Erie","IL","38.5145","-88.2323"
21205,"Northfield","IL","42.1026","-87.7791"
21206,"Kinsman","IL","41.1903","-88.5699"
21207,"Arbury Hills","IL","41.5356","-87.8476"
21208,"Ridgewood","IL","41.5356","-88.0403"
21209,"Fall Creek","IL","39.7789","-91.3024"
21210,"South Roxana","IL","38.8140","-90.0605"
21211,"New Windsor","IL","41.2023","-90.4424"
21212,"Orland Park","IL","41.6075","-87.8619"
21213,"Germantown Hills","IL","40.7717","-89.4667"
21214,"Tilton","IL","40.0941","-87.6398"
21215,"Lawrenceville","IL","38.7263","-87.6874"
21216,"Manchester","IL","39.5423","-90.3303"
21217,"Mossville","IL","40.8156","-89.5679"
21218,"Bellwood","IL","41.8829","-87.8762"
21219,"Oak Hills","IL","38.6381","-89.9807"
21220,"Coffeen","IL","39.0883","-89.3898"
21221,"Scales Mound","IL","42.4750","-90.2525"
21222,"Indian Head Park","IL","41.7690","-87.8977"
21223,"Keithsburg","IL","41.1004","-90.9353"
21224,"Winslow","IL","42.4932","-89.7945"
21225,"Chestnut","IL","40.0538","-89.1866"
21226,"Cloverdale","IL","41.9395","-88.1203"
21227,"Tuscola","IL","39.7978","-88.2759"
21228,"Herscher","IL","41.0493","-88.1006"
21229,"Berlin","IL","39.7576","-89.9026"
21230,"Elmhurst","IL","41.8973","-87.9432"
21231,"McLean","IL","40.3155","-89.1703"
21232,"Golconda","IL","37.3621","-88.4872"
21233,"Bluff City","IL","38.9639","-89.0465"
21234,"Murrayville","IL","39.5820","-90.2518"
21235,"Kane","IL","39.1905","-90.3512"
21236,"Carbon Cliff","IL","41.4982","-90.3920"
21237,"Chenoa","IL","40.7389","-88.7256"
21238,"Lake Barrington","IL","42.2122","-88.1683"
21239,"Loda","IL","40.5162","-88.0759"
21240,"Ransom","IL","41.1586","-88.6542"
21241,"Forest Park","IL","41.8683","-87.8157"
21242,"Maroa","IL","40.0364","-88.9563"
21243,"Heyworth","IL","40.3143","-88.9923"
21244,"Island Lake","IL","42.2782","-88.2002"
21245,"Grand Ridge","IL","41.2362","-88.8310"
21246,"Pearl","IL","39.4597","-90.6237"
21247,"Stonington","IL","39.6385","-89.1921"
21248,"Riverside","IL","41.8310","-87.8169"
21249,"Bourbonnais","IL","41.1831","-87.8781"
21250,"Klondike","IL","42.4242","-88.1493"
21251,"Coyne Center","IL","41.4002","-90.5632"
21252,"Nilwood","IL","39.3995","-89.8077"
21253,"Littleton","IL","40.2340","-90.6223"
21254,"El Dara","IL","39.6227","-90.9911"
21255,"New Minden","IL","38.4384","-89.3704"
21256,"Nauvoo","IL","40.5457","-91.3829"
21257,"Keensburg","IL","38.3518","-87.8684"
21258,"Oakbrook Terrace","IL","41.8539","-87.9684"
21259,"Waterman","IL","41.7683","-88.7659"
21260,"Rosemont","IL","41.9890","-87.8717"
21261,"Round Lake Heights","IL","42.3855","-88.1039"
21262,"Wilsonville","IL","39.0694","-89.8553"
21263,"Marshall","IL","39.3988","-87.6901"
21264,"Saint Joseph","IL","40.1141","-88.0354"
21265,"Round Lake","IL","42.3437","-88.1056"
21266,"Venice","IL","38.6719","-90.1689"
21267,"Flossmoor","IL","41.5391","-87.6857"
21268,"Forest City","IL","40.3722","-89.8325"
21269,"Cottage Hills","IL","38.9031","-90.0701"
21270,"Alsip","IL","41.6701","-87.7368"
21271,"Burnt Prairie","IL","38.2508","-88.2586"
21272,"Piper City","IL","40.7560","-88.1887"
21273,"Streamwood","IL","42.0209","-88.1778"
21274,"Red Bud","IL","38.2096","-89.9995"
21275,"Warrenville","IL","41.8210","-88.1856"
21276,"Nashville","IL","38.3514","-89.3772"
21277,"Dunfermline","IL","40.4913","-90.0320"
21278,"Plano","IL","41.6757","-88.5294"
21279,"Du Bois","IL","38.2214","-89.2129"
21280,"Iuka","IL","38.6183","-88.7876"
21281,"Meredosia","IL","39.8311","-90.5571"
21282,"Teutopolis","IL","39.1314","-88.4818"
21283,"Standard City","IL","39.3503","-89.7835"
21284,"Forest View","IL","41.8073","-87.7798"
21285,"Hampton","IL","41.5557","-90.4033"
21286,"Bogota","IL","38.9184","-88.2400"
21287,"Yorkville","IL","41.6563","-88.4508"
21288,"Ellisville","IL","40.6273","-90.3060"
21289,"Waggoner","IL","39.3776","-89.6527"
21290,"Hillview","IL","39.4495","-90.5386"
21291,"Herod","IL","37.5803","-88.4362"
21292,"Plattville","IL","41.5345","-88.3840"
21293,"Woodland","IL","40.7143","-87.7304"
21294,"Brookport","IL","37.1258","-88.6279"
21295,"Enfield","IL","38.1019","-88.3382"
21296,"White Hall","IL","39.4388","-90.4019"
21297,"Sterling","IL","41.7997","-89.6952"
21298,"Lombard","IL","41.8740","-88.0158"
21299,"Sandwich","IL","41.6497","-88.6178"
21300,"Nebo","IL","39.4421","-90.7880"
21301,"Rockdale","IL","41.5058","-88.1183"
21302,"Kirkwood","IL","40.8677","-90.7485"
21303,"Adair","IL","40.4183","-90.4974"
21304,"Radom","IL","38.2798","-89.1922"
21305,"Bement","IL","39.9229","-88.5719"
21306,"Williamsfield","IL","40.9267","-90.0182"
21307,"Saint Libory","IL","38.3635","-89.7134"
21308,"Goreville","IL","37.5610","-88.9557"
21309,"Grantfork","IL","38.8288","-89.6673"
21310,"Troy","IL","38.7270","-89.8968"
21311,"Savoy","IL","40.0602","-88.2553"
21312,"Wenona","IL","41.0486","-89.0522"
21313,"Waltonville","IL","38.2140","-89.0374"
21314,"Chapin","IL","39.7670","-90.4027"
21315,"Walnut","IL","41.5570","-89.5908"
21316,"Orland Hills","IL","41.5905","-87.8413"
21317,"Kilbourne","IL","40.1519","-90.0115"
21318,"East Saint Louis","IL","38.6155","-90.1304"
21319,"Swansea","IL","38.5507","-89.9859"
21320,"Chillicothe","IL","40.9153","-89.5018"
21321,"Vienna","IL","37.4143","-88.8871"
21322,"East Galesburg","IL","40.9428","-90.3109"
21323,"Bridgeview","IL","41.7402","-87.8067"
21324,"Wilmington","IL","41.3198","-88.1434"
21325,"San Jose","IL","40.3060","-89.6041"
21326,"Stonefort","IL","37.6178","-88.7051"
21327,"Ripley","IL","40.0252","-90.6379"
21328,"Forsyth","IL","39.9260","-88.9643"
21329,"Timberlane","IL","42.3372","-88.8694"
21330,"Sherrard","IL","41.3109","-90.4990"
21331,"Palos Hills","IL","41.6986","-87.8266"
21332,"Seneca","IL","41.3211","-88.5881"
21333,"Geneseo","IL","41.4508","-90.1540"
21334,"East Cape Girardeau","IL","37.2957","-89.4869"
21335,"Moline","IL","41.4820","-90.4919"
21336,"South Barrington","IL","42.0881","-88.1579"
21337,"Middletown","IL","40.1009","-89.5912"
21338,"West Dundee","IL","42.0984","-88.3072"
21339,"Lewistown","IL","40.3968","-90.1555"
21340,"Carbondale","IL","37.7220","-89.2238"
21341,"Oblong","IL","39.0024","-87.9110"
21342,"Penfield","IL","40.3048","-87.9442"
21343,"Bowen","IL","40.2321","-91.0633"
21344,"Wheeler","IL","39.0430","-88.3188"
21345,"Stolle","IL","38.5434","-90.1698"
21346,"Sawyerville","IL","39.0785","-89.8020"
21347,"Bartlett","IL","41.9804","-88.2071"
21348,"West Chicago","IL","41.8958","-88.2252"
21349,"Chemung","IL","42.4162","-88.6642"
21350,"Rantoul","IL","40.3031","-88.1549"
21351,"Villa Grove","IL","39.8645","-88.1600"
21352,"Union Hill","IL","41.1085","-88.1462"
21353,"Stockton","IL","42.3521","-90.0007"
21354,"Strawn","IL","40.6537","-88.3999"
21355,"Leland Grove","IL","39.7787","-89.6839"
21356,"Ava","IL","37.8886","-89.4965"
21357,"Wamac","IL","38.4972","-89.1456"
21358,"Ridge Farm","IL","39.8957","-87.6520"
21359,"Granville","IL","41.2637","-89.2302"
21360,"Plato Center","IL","42.0267","-88.4301"
21361,"Lerna","IL","39.4179","-88.2883"
21362,"Williams Park","IL","42.2542","-88.1834"
21363,"Springfield","IL","39.7712","-89.6539"
21364,"Ashkum","IL","40.8782","-87.9531"
21365,"Ladd","IL","41.3816","-89.2145"
21366,"Watseka","IL","40.7748","-87.7292"
21367,"Saint Charles","IL","41.9193","-88.3110"
21368,"Redmon","IL","39.6448","-87.8616"
21369,"Watson","IL","39.0262","-88.5683"
21370,"Mount Carroll","IL","42.0947","-89.9770"
21371,"Omaha","IL","37.8899","-88.3054"
21372,"Roscoe","IL","42.4253","-89.0084"
21373,"Macedonia","IL","38.0525","-88.7054"
21374,"Plymouth","IL","40.2921","-90.9163"
21375,"Pekin","IL","40.5677","-89.6263"
21376,"Dorchester","IL","39.0859","-89.8878"
21377,"New Haven","IL","37.9026","-88.1279"
21378,"New Berlin","IL","39.7259","-89.9134"
21379,"Fandon","IL","40.3684","-90.7615"
21380,"Loxa","IL","39.4973","-88.2673"
21381,"Melvin","IL","40.5715","-88.2466"
21382,"Carol Stream","IL","41.9183","-88.1309"
21383,"Delafield","IL","38.1478","-88.6028"
21384,"Idylside","IL","41.5189","-88.1220"
21385,"Wayne","IL","41.9494","-88.2583"
21386,"Virden","IL","39.5058","-89.7711"
21387,"Kaneville","IL","41.8336","-88.5216"
21388,"Westchester","IL","41.8492","-87.8906"
21389,"New Baden","IL","38.5367","-89.7072"
21390,"Sainte Marie","IL","38.9300","-88.0278"
21391,"Toluca","IL","41.0044","-89.1339"
21392,"Ware","IL","37.4478","-89.3940"
21393,"Hoyleton","IL","38.4459","-89.2722"
21394,"Bentley","IL","40.3441","-91.1118"
21395,"Wenonah","IL","39.3200","-89.2879"
21396,"Oakford","IL","40.1010","-89.9652"
21397,"Bonnie","IL","38.2028","-88.9069"
21398,"Hawthorn Woods","IL","42.2313","-88.0623"
21399,"Trimble","IL","39.0634","-87.6845"
21400,"Moweaqua","IL","39.6247","-89.0220"
21401,"Rentchler","IL","38.4920","-89.8697"
21402,"Crossville","IL","38.1625","-88.0643"
21403,"Buda","IL","41.3291","-89.6791"
21404,"Steeleville","IL","38.0084","-89.6624"
21405,"Godley","IL","41.2385","-88.2452"
21406,"Buckingham","IL","41.0463","-88.1750"
21407,"Park City","IL","42.3522","-87.8915"
21408,"Maeystown","IL","38.2267","-90.2330"
21409,"Huntley","IL","42.1600","-88.4330"
21410,"Herald","IL","37.9664","-88.1814"
21411,"Arthur","IL","39.7144","-88.4694"
21412,"Willisville","IL","37.9828","-89.5898"
21413,"Hinsdale","IL","41.8005","-87.9273"
21414,"Medora","IL","39.1765","-90.1414"
21415,"Leonore","IL","41.1890","-88.9825"
21416,"Lyons","IL","41.8121","-87.8192"
21417,"Grandwood Park","IL","42.3929","-87.9871"
21418,"Saint Augustine","IL","40.7212","-90.4070"
21419,"Skokie","IL","42.0359","-87.7400"
21420,"Milledgeville","IL","41.9637","-89.7748"
21421,"Forrest","IL","40.7508","-88.4098"
21422,"Spring Grove","IL","42.4547","-88.2403"
21423,"Northlake","IL","41.9142","-87.9054"
21424,"Wedges Corner","IL","42.3861","-88.0042"
21425,"Canton","IL","40.5632","-90.0409"
21426,"Richmond","IL","42.4641","-88.3088"
21427,"Johnsburg","IL","42.3840","-88.2475"
21428,"Louisville","IL","38.7694","-88.5065"
21429,"Shawneetown","IL","37.7164","-88.1862"
21430,"Depue","IL","41.3242","-89.3068"
21431,"Columbus","IL","39.9881","-91.1452"
21432,"Niles","IL","42.0278","-87.8099"
21433,"Junction City","IL","38.5773","-89.1259"
21434,"Beaverville","IL","40.9534","-87.6548"
21435,"Geff","IL","38.4425","-88.4042"
21436,"Braidwood","IL","41.2696","-88.2233"
21437,"Prairie View","IL","42.1992","-87.9556"
21438,"Greenfield","IL","39.3443","-90.2080"
21439,"Baileyville","IL","42.1972","-89.5934"
21440,"Byron","IL","42.1273","-89.2622"
21441,"Hodgkins","IL","41.7668","-87.8603"
21442,"Billett","IL","38.6645","-87.6522"
21443,"Ina","IL","38.1495","-88.9040"
21444,"Cahokia","IL","38.5649","-90.1792"
21445,"New Holland","IL","40.1835","-89.5831"
21446,"Nora","IL","42.4565","-89.9459"
21447,"Pyatts","IL","38.0031","-89.3712"
21448,"Glasgow","IL","39.5487","-90.4800"
21449,"Royal Lakes","IL","39.1103","-89.9615"
21450,"Hartland","IL","42.3636","-88.5073"
21451,"Raymond","IL","39.3197","-89.5751"
21452,"Mounds","IL","37.1145","-89.2024"
21453,"Lake of the Woods","IL","40.2047","-88.3732"
21454,"Sparland","IL","41.0296","-89.4411"
21455,"Boulder Hill","IL","41.7112","-88.3353"
21456,"Broughton","IL","37.9346","-88.4616"
21457,"Hanover","IL","42.2552","-90.2736"
21458,"Compton","IL","41.6941","-89.0861"
21459,"Mackinaw","IL","40.5340","-89.3556"
21460,"Oak Park","IL","41.8872","-87.7899"
21461,"Ullin","IL","37.2777","-89.1752"
21462,"Port Barrington","IL","42.2439","-88.1942"
21463,"East Dundee","IL","42.0969","-88.2546"
21464,"White City","IL","39.0716","-89.7637"
21465,"Hollowayville","IL","41.3648","-89.2948"
21466,"Jeisyville","IL","39.5793","-89.4080"
21467,"Ingraham","IL","38.8362","-88.3339"
21468,"Dixon","IL","41.8437","-89.4786"
21469,"Green Rock","IL","41.4731","-90.3576"
21470,"Smithboro","IL","38.8945","-89.3400"
21471,"Smithfield","IL","40.4744","-90.2951"
21472,"Wildwood","IL","42.3428","-87.9981"
21473,"East Moline","IL","41.5199","-90.3880"
21474,"South Beloit","IL","42.4821","-89.0249"
21475,"Monticello","IL","40.0339","-88.5729"
21476,"Kempton","IL","40.9354","-88.2354"
21477,"Herrin","IL","37.7984","-89.0303"
21478,"Marietta","IL","40.4995","-90.3931"
21479,"Carmi","IL","38.0857","-88.1727"
21480,"Hamburg","IL","39.2328","-90.7152"
21481,"Merrionette Park","IL","41.6812","-87.7012"
21482,"Brussels","IL","38.9484","-90.5889"
21483,"Sims","IL","38.3615","-88.5354"
21484,"Tampico","IL","41.6307","-89.7852"
21485,"Edinburg","IL","39.6579","-89.3904"
21486,"Momence","IL","41.1640","-87.6630"
21487,"Thompsonville","IL","37.9144","-88.7623"
21488,"Seward","IL","42.2389","-89.3579"
21489,"Green Oaks","IL","42.2954","-87.9116"
21490,"Table Grove","IL","40.3650","-90.4252"
21491,"Highland Hills","IL","41.8492","-88.0045"
21492,"Hollywood Heights","IL","38.6325","-89.9965"
21493,"Holbrook","IL","41.5384","-87.6367"
21494,"Newton","IL","38.9872","-88.1644"
21495,"Lomax","IL","40.6789","-91.0762"
21496,"Polo","IL","41.9847","-89.5789"
21497,"Effingham","IL","39.1206","-88.5509"
21498,"French Village","IL","38.6003","-90.0501"
21499,"Richton Park","IL","41.4821","-87.7353"
21500,"Bishop Hill","IL","41.1995","-90.1174"
21501,"Argenta","IL","39.9851","-88.8202"
21502,"Machesney Park","IL","42.3666","-89.0266"
21503,"Farina","IL","38.8301","-88.7797"
21504,"Good Hope","IL","40.5575","-90.6755"
21505,"Aptakisic","IL","42.1825","-87.9473"
21506,"Scottville","IL","39.4777","-90.1038"
21507,"Mound City","IL","37.0854","-89.1630"
21508,"Ledford","IL","37.7000","-88.5901"
21509,"Ridgefield","IL","42.2684","-88.3615"
21510,"Bolingbrook","IL","41.6903","-88.1020"
21511,"Yates City","IL","40.7777","-90.0140"
21512,"Highland Park","IL","42.1824","-87.8105"
21513,"Jewett","IL","39.2078","-88.2431"
21514,"Palos Heights","IL","41.6637","-87.7959"
21515,"Chana","IL","41.9806","-89.2198"
21516,"Sidell","IL","39.9097","-87.8236"
21517,"Rose Hill","IL","39.1043","-88.1499"
21518,"Batavia","IL","41.8479","-88.3109"
21519,"Kildeer","IL","42.1831","-88.0488"
21520,"Annawan","IL","41.3948","-89.8881"
21521,"Hidalgo","IL","39.1559","-88.1491"
21522,"Homewood","IL","41.5591","-87.6610"
21523,"Sailor Springs","IL","38.7644","-88.3600"
21524,"Ashmore","IL","39.5305","-88.0202"
21525,"Saint Johns","IL","38.0333","-89.2400"
21526,"Elkhart","IL","40.0175","-89.4800"
21527,"Alhambra","IL","38.8876","-89.7360"
21528,"Ford Heights","IL","41.5109","-87.5814"
21529,"Belgium","IL","40.0607","-87.6328"
21530,"Campbell Hill","IL","37.9298","-89.5510"
21531,"Ottawa","IL","41.3529","-88.8313"
21532,"Sesser","IL","38.0905","-89.0509"
21533,"Tonica","IL","41.2159","-89.0701"
21534,"Tinley Park","IL","41.5670","-87.8051"
21535,"West City","IL","37.9962","-88.9470"
21536,"Shiloh","IL","38.5535","-89.9161"
21537,"Oliver","IL","39.4839","-87.6814"
21538,"Olivet","IL","39.9414","-87.6379"
21539,"Pierron","IL","38.7767","-89.5667"
21540,"Clear Lake","IL","39.8138","-89.5683"
21541,"Reno","IL","38.9750","-89.5140"
21542,"Mendon","IL","40.0894","-91.2858"
21543,"Edgewood","IL","38.9222","-88.6641"
21544,"Phillipstown","IL","38.1429","-88.0181"
21545,"Adeline","IL","42.1405","-89.4919"
21546,"Grafton","IL","38.9765","-90.4259"
21547,"Bluffs","IL","39.7494","-90.5352"
21548,"Virginia","IL","39.9518","-90.2110"
21549,"Allendale","IL","38.5276","-87.7103"
21550,"Cantrall","IL","39.9353","-89.6790"
21551,"Hazel Dell","IL","39.2023","-88.0411"
21552,"Loves Park","IL","42.3365","-88.9975"
21553,"Woodhull","IL","41.1786","-90.3221"
21554,"Lafayette","IL","41.1081","-89.9715"
21555,"Sorento","IL","39.0001","-89.5728"
21556,"Lake Bluff","IL","42.2826","-87.8510"
21557,"Southern View","IL","39.7560","-89.6512"
21558,"Ivanhoe","IL","42.2789","-88.0420"
21559,"Reynolds","IL","41.3320","-90.6721"
21560,"Colfax","IL","40.5666","-88.6161"
21561,"West Jersey","IL","41.0189","-89.9271"
21562,"Norris","IL","40.6258","-90.0321"
21563,"Gridley","IL","40.7438","-88.8807"
21564,"Waukegan","IL","42.3697","-87.8716"
21565,"Palestine","IL","39.0016","-87.6126"
21566,"Kirkland","IL","42.0905","-88.8491"
21567,"Henderson","IL","41.0238","-90.3535"
21568,"Nason","IL","38.1760","-88.9662"
21569,"Roodhouse","IL","39.4840","-90.3741"
21570,"Caseyville","IL","38.6301","-90.0342"
21571,"Kangley","IL","41.1480","-88.8722"
21572,"Paxton","IL","40.4565","-88.1018"
21573,"Oak Grove","IL","41.4120","-90.5742"
21574,"Chicago Heights","IL","41.5101","-87.6347"
21575,"Minier","IL","40.4336","-89.3144"
21576,"North Barrington","IL","42.2065","-88.1316"
21577,"Stewardson","IL","39.2639","-88.6303"
21578,"South Elgin","IL","41.9907","-88.3132"
21579,"Big Rock","IL","41.7669","-88.5264"
21580,"Pana","IL","39.3827","-89.0643"
21581,"Marion","IL","37.7170","-88.9274"
21582,"Itasca","IL","41.9773","-88.0182"
21583,"Makanda","IL","37.6210","-89.2357"
21584,"Rock Falls","IL","41.7724","-89.6928"
21585,"Rochester","IL","39.7490","-89.5459"
21586,"McLeansboro","IL","38.0898","-88.5383"
21587,"Parkersburg","IL","38.5891","-88.0568"
21588,"Knoxville","IL","40.9070","-90.2857"
21589,"Downers Grove","IL","41.7949","-88.0170"
21590,"Mulberry Grove","IL","38.9244","-89.2661"
21591,"Valley City","IL","39.7071","-90.6514"
21592,"Morrison","IL","41.8077","-89.9618"
21593,"Lake Holiday","IL","41.6156","-88.6703"
21594,"Pontiac","IL","40.8881","-88.6415"
21595,"Hoopeston","IL","40.4608","-87.6635"
21596,"Donnellson","IL","39.0307","-89.4745"
21597,"Oregon","IL","42.0132","-89.3356"
21598,"Joppa","IL","37.2070","-88.8447"
21599,"Cambria","IL","37.7800","-89.1189"
21600,"Sigel","IL","39.2257","-88.4945"
21601,"Colchester","IL","40.4273","-90.7922"
21602,"Rock Island","IL","41.4699","-90.5827"
21603,"Rossville","IL","40.3815","-87.6700"
21604,"Shumway","IL","39.1834","-88.6532"
21605,"Kingston Mines","IL","40.5587","-89.7718"
21606,"Bridgeport","IL","38.7094","-87.7591"
21607,"Browning","IL","40.1270","-90.3730"
21608,"Ridott","IL","42.2974","-89.4773"
21609,"Dana","IL","40.9565","-88.9500"
21610,"Beason","IL","40.1423","-89.1951"
21611,"La Harpe","IL","40.5847","-90.9698"
21612,"Curran","IL","39.7422","-89.7782"
21613,"Park Forest","IL","41.4817","-87.6868"
21614,"Dawson","IL","39.8533","-89.4626"
21615,"Mascoutah","IL","38.5191","-89.8045"
21616,"Schiller Park","IL","41.9586","-87.8693"
21617,"La Grange","IL","41.8072","-87.8742"
21618,"Sidney","IL","40.0250","-88.0721"
21619,"Panama","IL","39.0293","-89.5247"
21620,"Schaumburg","IL","42.0307","-88.0838"
21621,"Springerton","IL","38.1787","-88.3548"
21622,"McHenry","IL","42.3388","-88.2931"
21623,"Pontoosuc","IL","40.6284","-91.2112"
21624,"Metcalf","IL","39.7998","-87.8094"
21625,"Robbins","IL","41.6431","-87.7080"
21626,"Stronghurst","IL","40.7463","-90.9095"
21627,"Princeton","IL","41.3809","-89.4647"
21628,"Diamond Lake","IL","42.2445","-88.0101"
21629,"Oak Run","IL","40.9649","-90.1304"
21630,"Rutland","IL","40.9838","-89.0413"
21631,"Sumner","IL","38.7197","-87.8726"
21632,"Darmstadt","IL","38.3190","-89.7288"
21633,"Colp","IL","37.8074","-89.0787"
21634,"Northbrook","IL","42.1292","-87.8353"
21635,"Saint David","IL","40.4920","-90.0519"
21636,"Salem","IL","38.6278","-88.9578"
21637,"Greenwood","IL","42.3915","-88.3894"
21638,"Palmyra","IL","39.4345","-89.9959"
21639,"Shannon","IL","42.1524","-89.7402"
21640,"Bismarck","IL","40.2594","-87.6113"
21641,"Oakley","IL","39.8761","-88.8059"
21642,"Pulaski","IL","37.2163","-89.2078"
21643,"Rochelle","IL","41.9198","-89.0634"
21644,"Viola","IL","41.2053","-90.5863"
21645,"Woodridge","IL","41.7369","-88.0408"
21646,"Elliott","IL","40.4663","-88.2767"
21647,"Oak Lawn","IL","41.7139","-87.7528"
21648,"Steger","IL","41.4722","-87.6183"
21649,"Dongola","IL","37.3599","-89.1654"
21650,"New Douglas","IL","38.9697","-89.6663"
21651,"Witt","IL","39.2545","-89.3492"
21652,"Vermont","IL","40.2959","-90.4291"
21653,"Mapleton","IL","40.5731","-89.7245"
21654,"White Heath","IL","40.0869","-88.5115"
21655,"Raleigh","IL","37.8262","-88.5304"
21656,"Pearl City","IL","42.2662","-89.8273"
21657,"Oswego","IL","41.6834","-88.3372"
21658,"Mazon","IL","41.2418","-88.4233"
21659,"Lanark","IL","42.1019","-89.8328"
21660,"Mount Olive","IL","39.0726","-89.7277"
21661,"New Canton","IL","39.6374","-91.0982"
21662,"Roanoke","IL","40.7969","-89.2022"
21663,"Albany","IL","41.7861","-90.2166"
21664,"Mount Sterling","IL","39.9854","-90.7641"
21665,"Rockwood","IL","37.8406","-89.6969"
21666,"Bourbon","IL","39.7456","-88.3789"
21667,"Capron","IL","42.3986","-88.7393"
21668,"Pistakee Highlands","IL","42.4028","-88.2117"
21669,"Wilmette","IL","42.0770","-87.7282"
21670,"Timewell","IL","40.0078","-90.8737"
21671,"Champaign","IL","40.1144","-88.2735"
21672,"Christopher","IL","37.9711","-89.0530"
21673,"Berkeley","IL","41.8891","-87.9114"
21674,"Marine","IL","38.7871","-89.7782"
21675,"Muddy","IL","37.7655","-88.5138"
21676,"Belknap","IL","37.3224","-88.9405"
21677,"Keeneyville","IL","41.9675","-88.1203"
21678,"University Park","IL","41.4460","-87.7154"
21679,"East Hazel Crest","IL","41.5758","-87.6502"
21680,"Alpha","IL","41.1917","-90.3806"
21681,"East Carondelet","IL","38.5386","-90.2400"
21682,"Harlem","IL","42.3403","-89.0179"
21683,"Campton Hills","IL","41.9498","-88.4167"
21684,"Bradley","IL","41.1643","-87.8451"
21685,"Colona","IL","41.4676","-90.3445"
21686,"Dakota","IL","42.3875","-89.5268"
21687,"Herrick","IL","39.2196","-88.9848"
21688,"Lake Petersburg","IL","39.9832","-89.8655"
21689,"Assumption","IL","39.5178","-89.0485"
21690,"Langleyville","IL","39.5611","-89.3602"
21691,"Muncie","IL","40.1161","-87.8430"
21692,"Port Byron","IL","41.6166","-90.3273"
21693,"Glen Ellyn","IL","41.8669","-88.0630"
21694,"Kaskaskia","IL","37.9213","-89.9164"
21695,"Odin","IL","38.6159","-89.0541"
21696,"Goodwine","IL","40.5673","-87.7845"
21697,"Washington Park","IL","38.6285","-90.0928"
21698,"Sciota","IL","40.5625","-90.7479"
21699,"Hennepin","IL","41.2590","-89.3222"
21700,"Farmer City","IL","40.2480","-88.6426"
21701,"Davis","IL","42.4216","-89.4153"
21702,"Shobonier","IL","38.8695","-89.0887"
21703,"Alvin","IL","40.3084","-87.6084"
21704,"Olympia Fields","IL","41.5170","-87.6924"
21705,"Winnetka","IL","42.1064","-87.7421"
21706,"Elizabethtown","IL","37.4499","-88.3051"
21707,"Gillespie","IL","39.1258","-89.8173"
21708,"Murphysboro","IL","37.7679","-89.3321"
21709,"Carthage","IL","40.4143","-91.1277"
21710,"Urbana","IL","40.1106","-88.1972"
21711,"Hindsboro","IL","39.6850","-88.1348"
21712,"Perry","IL","39.7823","-90.7470"
21713,"Arcola","IL","39.6834","-88.3012"
21714,"Johnston City","IL","37.8213","-88.9286"
21715,"Elmwood Park","IL","41.9225","-87.8163"
21716,"Boulder","IL","38.6967","-89.2256"
21717,"Findlay","IL","39.5223","-88.7546"
21718,"Lake Villa","IL","42.4184","-88.0836"
21719,"Walshville","IL","39.0689","-89.6189"
21720,"Como","IL","41.7662","-89.7657"
21721,"Grand Chain","IL","37.2517","-89.0234"
21722,"Latham Park","IL","42.3684","-89.0629"
21723,"Kankakee","IL","41.1020","-87.8643"
21724,"Franklin","IL","39.6213","-90.0478"
21725,"Ashton","IL","41.8682","-89.2224"
21726,"Mark","IL","41.2624","-89.2553"
21727,"Cherry Valley","IL","42.2220","-88.9717"
21728,"McNabb","IL","41.1774","-89.2097"
21729,"Patoka","IL","38.7540","-89.0959"
21730,"Hometown","IL","41.7312","-87.7311"
21731,"Ohlman","IL","39.3434","-89.2192"
21732,"Parnell","IL","40.2231","-88.7206"
21733,"Florence","IL","39.6286","-90.6106"
21734,"Opdyke","IL","38.2583","-88.7898"
21735,"Batchtown","IL","39.0332","-90.6534"
21736,"Eldorado","IL","37.8113","-88.4416"
21737,"Hampshire","IL","42.1112","-88.5120"
21738,"Altamont","IL","39.0571","-88.7475"
21739,"Huey","IL","38.6053","-89.2900"
21740,"Manhattan","IL","41.4274","-87.9802"
21741,"Versailles","IL","39.8842","-90.6587"
21742,"East Dubuque","IL","42.4890","-90.6279"
21743,"Coal Valley","IL","41.4417","-90.4475"
21744,"Twin Grove","IL","40.4857","-89.0993"
21745,"Burr Ridge","IL","41.7485","-87.9198"
21746,"Tamaroa","IL","38.1364","-89.2293"
21747,"Lily Lake","IL","41.9517","-88.4742"
21748,"Lincolnwood","IL","42.0054","-87.7329"
21749,"Holiday Shores","IL","38.9226","-89.9360"
21750,"Wauconda","IL","42.2748","-88.1359"
21751,"Stanford","IL","40.4316","-89.2206"
21752,"Preston Heights","IL","41.4943","-88.0756"
21753,"Riverdale","IL","41.6441","-87.6366"
21754,"Simpson","IL","37.4673","-88.7556"
21755,"Limestone","IL","41.1332","-87.9602"
21756,"Midland City","IL","40.1453","-89.1337"
21757,"Robinson","IL","39.0089","-87.7330"
21758,"Addieville","IL","38.3913","-89.4868"
